6149,2018,73,3,135,47,NA,2018-12-20,R/73/227,NA,NA,"Implementation of Agenda 21, the Programme for the Further Implementation of Agenda 21 and the outcomes of the World Summit on Sustainable Development and of the United Nations Conference on Sustainable Development : resolution / adopted by the General Assembly","A/73/251 20a - Implementation of Agenda 21, the Programme for the Further Implementation of Agenda 21 and the outcomes of the World Summit on Sustainable Development and of the United Nations Conference on Sustainable Development. - AGENDA 21--PROGRAMME IMPLEMENTATION",0,0,0,0,0,1,0,73067,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,-2,-2,-2,,-2,-2,-2,-2,-2,-2,-2,-2,-2,,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,2,2,-2,2,-2,-2,-1,-2,-2,2,2,2,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,-1,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-1,2,2,2,2,2,,2,2,2,2,2,-2,2,-2
6150,2018,73,0,183,2,NA,2018-12-20,R/73/247,NA,NA,Industrial development cooperation : resolution / adopted by the General Assembly,A/73/251 24b - Industrial development cooperation. - INDUSTRIAL DEVELOPMENT--INTERNATIONAL COOPERATION,0,0,0,0,0,1,0,73068,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,,,2,2,2,2,2,2,,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2
6112,2018,73,13,152,8,NA,2018-12-07,R/73/99,NA,NA,"Israeli practices affecting the human rights of the Palestinian people in the Occupied Palestinian Territory, including East Jerusalem : resolution / adopted by the General Assembly",A/73/251 55 - Report of the Special Committee to Investigate Israeli Practices Affecting the Human Rights of the Palestinian People and Other Arabs of the Occupied Territories. - TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS,1,0,0,1,0,0,0,73069,-2,-2,2,2,-1,2,2,2,2,,,2,2,,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,-1,2,,-1,2,2,-1,-1,,2,2,,2,,,2,2,,,-1,,2,2,,2,2,2,2,-1,2,2,2,2,,,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-1,2,-1,-2,,,-1,,-2,-2,,-2,2,2,2,2
6090,2018,73,12,171,1,NA,2018-12-05,R/73/49,NA,NA,The Hague Code of Conduct against Ballistic Missile Proliferation : resolution / adopted by the General Assembly,A/73/251 101y - The Hague Code of Conduct against Ballistic Missile Proliferation. - BALLISTIC MISSILES--CODES OF CONDUCT,0,0,0,0,0,0,0,73070,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,,-2,2,2,-1,-1,-1,2,2,2,,,-1,2,-1,2,-1,2,2,2,1,2,2,-1,2,,,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,,2,2,2,,2,2,2,2,2,-1,2
6133,2018,73,67,84,30,NA,2018-12-17,R/73/181,NA,NA,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,A/73/251 74c - Human rights situations and reports of special rapporteurs and representatives. - HUMAN RIGHTS--REPORTS;A/73/251 74c[6] - HUMAN RIGHTS--IRAN (ISLAMIC REPUBLIC OF),0,0,0,1,0,0,0,73071,-2,-2,-2,2,-2,-1,-1,-1,-2,-1,,-2,-1,-2,-2,-1,-2,-2,-2,-2,2,-2,-2,-1,2,-1,-1,-1,-2,-1,2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,-2,-2,-2,,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,2,2,,,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,,-2,-1,-1,-1,-1,-1,-1,,,-1,,-1,-1,-1,,2,-1,-1,-2,-1,2,-1,-1,-1,2,,2,-1,-1,-2,,,-1,-1,-2,-1,-1,-1,-1,-1,-2,2,,2,-1,2,2,-1,-2,-2,,,-1,-2,-1,-2,2,2,2,-1,3,2,2,2,-1,,2,-2,-2,2,-1,2,-1,,-1,-2,-1,-1,2,-1,2,-1,-1,2,-1,2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2
6113,2018,73,15,154,6,NA,2018-12-07,R/73/98,NA,NA,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and the occupied Syrian Golan : resolution / adopted by the General Assembly",A/73/251 55 - Report of the Special Committee to Investigate Israeli Practices Affecting the Human Rights of the Palestinian People and Other Arabs of the Occupied Territories. - TERRITORIES OCCUPIED BY ISRAEL--HUMAN RIGHTS,1,0,0,1,0,0,0,73072,-2,-2,2,2,-1,2,2,2,2,,2,2,2,,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,-1,2,2,-1,2,2,-1,-1,,2,2,,2,,,2,2,,,-1,,2,2,,2,2,2,2,-1,2,2,2,2,,,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,-1,-1,,,-1,,-2,-2,,-2,2,2,2,2
6114,2018,73,55,126,2,NA,2018-12-07,R/73/105,NA,NA,Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples by the specialized agencies and the international institutions associated with the United Nations : resolution / adopted by the General Assembly,A/73/251 61 - Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples by the specialized agencies and the international institutions associated with the United Nations. - DECOLONIZATION--UN SYSTEM,0,0,0,0,0,0,0,73073,-2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,2,,2,,2,2,2,2,2,,2,2,2,-1,2,-1,-1,2,2,2,2,,2,,,2,2,,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,-1,2,2,,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,-1,-1,2,-1,2,-1
6151,2018,73,0,184,1,NA,2018-12-20,R/73/219,NA,NA,International trade and development : resolution / adopted by the General Assembly,A/73/251 18a - International trade and development. - INTERNATIONAL TRADE,0,0,0,0,0,1,0,73074,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,,,2,2,2,2,2,2,,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,2,2,2,2,2
6091,2018,73,17,139,32,NA,2018-12-05,R/73/70,NA,NA,Towards a nuclear-weapon-free world : accelerating the implementation of nuclear disarmament commitments : resolution / adopted by the General Assembly,A/73/251 101r - Towards a nuclear-weapon-free world: accelerating the implementation of nuclear disarmament commitments. - NUCLEAR DISARMAMENT--TREATY COMPLIANCE,0,1,0,0,0,0,0,73075,-2,-1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,-2,-2,-2,-2,2,2,-2,-1,-2,,,-2,2,-2,,-2,-2,-2,2,2,-2,-1,-2,-1,-1,-2,-2,2,-2,2,-2,-2,-2,-2,-2,-1,2,-1,-1,2,-1,2,-2,-2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,-2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,-2,2,,-1,-1,-1,-2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,,2,2,2,2,-1,2,-1,2,-2,2,-2
6092,2018,73,4,178,0,NA,2018-12-05,R/73/42,NA,NA,Convening of the 4th Special Session of the General Assembly devoted to Disarmament : resolution / adopted by the General Assembly,A/73/251 101g - Convening of the 4th special session of the General Assembly devoted to disarmament. - DISARMAMENT--UN. GENERAL ASSEMBLY (4TH SPECIAL SESS. ON DISARMAMENT : ####),0,0,1,0,0,0,0,73076,-1,2,2,2,2,2,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,-1,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,,,2,2,,,,2,,2,2,2,2
6066,2018,73,14,148,11,NA,2018-11-30,R/73/22,NA,NA,Jerusalem : resolution / adopted by the General Assembly,A/73/251 38 - The situation in the Middle East. - MIDDLE EAST SITUATION,1,0,0,0,0,0,0,73077,-2,-2,2,2,,-1,2,2,,,,2,2,2,,2,,-2,-1,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,,,,,-1,-1,-1,,-1,2,2,,2,2,2,,2,-1,2,2,2,2,,2,2,2,2,2,2,,2,,,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-1,2,-1,-2,-2,-1,-1,,-2,-2,-2,-2,-1,2,2,2
6134,2018,73,54,121,8,NA,2018-12-17,R/73/165,NA,NA,United Nations Declaration on the Rights of Peasants and Other People Working in Rural Areas : resolution / adopted by the General Assembly,"A/73/251 74b - Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms. - HUMAN RIGHTS ADVANCEMENT",0,0,0,1,0,0,0,73078,-2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-1,2,2,2,2,-1,2,2,2,2,2,-1,2,,2,-1,2,-2,-1,-1,-1,2,-1,2,-1,2,-1,-1,2,,,-1,-1,-2,,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-2,-1,-1,-1,2,2,2,,2,2,2,2,2,2,2,2,,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,,2,2,2,2,-1,2,2,2,2,2,2,2,2,-1,2,,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,,2,1,2,2,,2,,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,-2,2,-2,-1,2,-1,-1,-1,,,,-1,,-1,-1,2,-1
6158,2018,73,22,136,8,NA,2018-12-22,R/73/264,NA,NA,Situation of human rights in Myanmar : resolution / adopted by the General Assembly,A/73/251 74c - Human rights situations and reports of special rapporteurs and representatives. - HUMAN RIGHTS--REPORTS;A/73/251 74c[5] - HUMAN RIGHTS--MYANMAR,0,0,0,1,0,0,0,73079,2,2,2,,,2,2,-1,2,,,2,-1,,2,2,2,2,2,2,,2,2,2,-1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,,-1,,2,2,2,2,,2,2,2,2,2,2,2,-1,2,2,2,2,,,2,-1,2,,,,2,2,2,,,,2,-1,2,2,-1,,2,,2,,2,,2,2,2,2,2,,2,2,2,2,,2,2,2,2,,,2,2,2,2,2,2,,2,1,,2,-2,-1,,-1,2,-1,-1,-1,2,2,-2,-1,2,-1,-1,-2,-2,-2,2,-1,2,-2,2,-1,2,-1,2,2,2,,2,2,-1,-1,2,2,2,,2,2,2
6135,2018,73,3,181,2,NA,2018-12-17,R/73/151,NA,NA,Office of the United Nations High Commissioner for Refugees : resolution / adopted by the General Assembly,"A/73/251 65 - Report of the United Nations High Commissioner for Refugees, questions relating to refugees, returnees and displaced persons and humanitarian questions. - REFUGEES",0,0,0,0,0,0,0,73080,-2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,-2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,,2,,,2,2,2,2,2,2,,2,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,,2,2,2,2
6093,2018,73,4,183,1,NA,2018-12-05,R/73/86,NA,NA,Comprehensive Nuclear-Test-Ban Treaty : resolution / adopted by the General Assembly,A/73/251 107 - Comprehensive Nuclear-Test-Ban Treaty. - NUCLEAR WEAPON TESTS--TREATY,0,1,0,0,0,0,0,73081,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,,2,2,2,2,-1,2,2,2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,-2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,2,2,2,2,2,2,2
6120,2018,73,1,157,2,NA,2018-12-13,R/73/132,NA,NA,Global health and foreign policy : healthier world through better nutrition : resolution / adopted by the General Assembly,A/73/251 129 - Global health and foreign policy. - HEALTH,0,0,0,0,0,0,0,73082,-2,2,2,2,2,,2,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,-1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,,2,2,2,2,2,,,,,2,,2,,,2,,,2,,2,2,2,2,2,2,2,2,2,,,2,,2,,2,2,2,-2,2,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,,,2,1,,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,2,,2,2,,2,,,,2,2,2,2
6094,2018,73,17,138,32,NA,2018-12-05,R/73/64,NA,NA,Follow-up to the advisory opinion of the International Court of Justice on the legality of the threat or use of nuclear weapons : resolution / adopted by the General Assembly,A/73/251 101i - Follow-up to the advisory opinion of the International Court of Justice on the Legality of the Threat or Use of Nuclear Weapons. - NUCLEAR WEAPONS USE--ICJ OPINION,0,1,1,0,0,0,0,73083,-2,-1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,-2,-2,-2,-2,2,2,-2,2,-2,,,-2,2,-2,,-2,-2,-2,2,2,-2,-1,-2,-1,-1,-2,-2,2,-2,2,-2,-2,-2,-2,-2,-1,-1,-1,-1,2,-1,2,-2,-2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,,2,-2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,-1,2,2,2,,-1,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,,2,2,2,,-1,2,-1,2,-2,2,-2
6136,2018,73,0,188,2,NA,2018-12-17,R/73/171,NA,NA,The right to food : resolution / adopted by the General Assembly,"A/73/251 74b - Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms. - HUMAN RIGHTS ADVANCEMENT;A/73/251 74b[5] - RIGHT TO FOOD",0,0,0,1,0,0,0,73084,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2
6152,2018,73,66,69,4,NA,2018-12-20,R/73/257,NA,NA,Judgement of the International Court of Justice of 31 March 2004 concerning Avena and other Mexican nationals : need for immediate compliance : resolution / adopted by the General Assembly,A/73/251 125a - Strengthening of the United Nations system. - UN SYSTEM--STRENGTHENING,0,0,0,0,0,0,0,73085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6095,2018,73,11,126,49,NA,2018-12-05,R/73/56,NA,NA,Reducing nuclear danger : resolution / adopted by the General Assembly,A/73/251 101p - Reducing nuclear danger. - NUCLEAR NON-PROLIFERATION,0,1,0,0,0,0,0,73086,-2,-2,2,2,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,-2,-2,-2,,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,2,-2,-2,-2,-2,-2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,-2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,-1,2,-1,2,,2,-2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,2,2,,2,2,2,2,-1,2,-2,2,-2,2,-2
6096,2018,73,26,138,21,NA,2018-12-05,R/73/57,NA,NA,Universal Declaration on the Achievement of a Nuclear-Weapon-Free World : resolution / adopted by the General Assembly,A/73/251 101mm - Universal Declaration on the Achievement of a Nuclear-Weapon-Free World. - NUCLEAR DISARMAMENT--DECLARATIONS,0,1,0,0,0,0,0,73087,-2,-1,2,2,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,-2,-2,-2,-2,2,-1,-1,-1,-1,,,-2,2,-2,,-2,-2,-2,2,2,-2,-1,-1,2,-1,-2,-1,2,-1,2,-1,-1,-2,-2,-2,-1,2,-1,-1,2,-1,-1,-1,-2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,-1,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,-1,2,,2,-2,-1,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,-1,2,2,,2,2,2,,2,2,,2,-2,2,-1
6137,2018,73,11,172,6,NA,2018-12-17,R/73/158,NA,NA,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,A/73/251 73 - Right of peoples to self-determination. - SELF-DETERMINATION OF PEOPLES,1,0,0,0,1,0,0,73088,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,-1,2,2,-1,-1,2,2,2,2,2,,2,2,2,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,-1,2,-1,2,2,-1,-2,-2,-1,-2,2,2,2,2
6153,2018,73,12,142,0,NA,2018-12-20,R/73/258,NA,NA,Cooperation between the United Nations and the Organisation for the Prohibition of Chemical Weapons : resolution / adopted by the General Assembly,A/73/251 128n - Cooperation between the United Nations and the Organization for the Prohibition of Chemical Weapons. - ORGANIZATION FOR THE PROHIBITION OF CHEMICAL WEAPONS--UN,0,0,1,0,0,0,0,73089,2,2,2,-1,2,2,2,2,,,,2,2,,,2,2,2,2,,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,-1,2,2,2,2,-1,2,2,2,2,2,2,2,2,,2,2,,2,-1,2,,,,2,2,,,,2,2,2,2,,2,2,,,,,,,2,,,2,2,,,2,2,-1,2,2,2,2,,2,,2,2,,2,2,2,2,2,,-1,2,2,2,-1,2,2,2,2,,,2,2,2,2,2,,,2,1,,2,-1,2,,-1,2,2,2,2,2,2,-1,2,2,2,2,-1,2,2,2,2,2,2,2,,2,2,2,2,2,,2,,,,,,2,2,2,2,2
6102,2018,73,12,156,6,NA,2018-12-06,R/73/89,NA,NA,"Comprehensive, just and lasting peace in the Middle East : resolution / adopted by the General Assembly",A/73/251 38 - The situation in the Middle East. - MIDDLE EAST SITUATION,0,0,0,0,0,0,0,73090,-2,-1,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,-1,2,2,2,,2,2,-1,2,2,-2,2,2,,-1,,,,2,2,,2,2,2,,2,2,2,2,2,2,2,2,2,2,,2,2,,2,,,2,2,,2,2,2,2,2,-1,2,2,2,2,2,2,2,-2,2,,,2,2,2,2,2,2,,2,1,2,2,2,2,,,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,-1,-2,-1,2,-1,2,2,,2,,-2,-2,2,,-1,2,2,2
